state,district,mobility_ratio,zone_type,Policy_Action
punjab,bathinda,1.0920203735144312,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,faridkot,1.4476507969580164,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,fatehgarh sahib,1.1640151821044982,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,fazilka,1.238338070556763,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,ferozepur,1.3700381439409817,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,gurdaspur,1.672397040137529,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,hoshiarpur,1.2827775644622974,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,jalandhar,1.4118613245732388,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,kapurthala,1.3998290415642698,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,ludhiana,1.3785279536641633,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,malerkotla,3.623292965730482,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,mansa,1.096466518408698,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,moga,1.2892290249433107,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,pathankot,1.1293353835639843,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,patiala,1.4854928783220853,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,rupnagar,1.0990047598442232,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,sangrur,1.4108070661586423,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,sri muktsar sahib,1.3717009650040692,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
punjab,tarn taran,1.3394715364211385,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,ajmer,1.4272591381226762,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,alwar,1.125319759853824,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,balotra,401.0,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
rajasthan,banswara,2.585915038826343,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,baran,1.7635521988061884,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,barmer,0.932991202346041,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
rajasthan,beawar,143.33333333333334,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
rajasthan,bharatpur,1.42655663915979,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,bhilwara,2.094768449012588,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,bikaner,1.1674568861601762,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,bundi,1.5145879542740146,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,chittorgarh,1.9493890632302864,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,churu,1.0089700060788471,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,dausa,0.9277052825913649,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
rajasthan,deeg,147.75,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
rajasthan,dholpur,1.5513467447128215,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,dungarpur,2.7939929979730973,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,ganganagar,1.3820714797213722,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,hanumangarh,1.6262976578576218,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,jaipur,1.552781533096643,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,jaisalmer,0.913570887035633,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
rajasthan,jalore,1.92407368069675,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,jhalawar,1.9747032445265102,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,jhunjhunu,1.351423090063336,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,jodhpur,1.1186974881372165,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,karauli,1.5525988409139182,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,kota,1.9996904909290034,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,nagaur,0.9938819308754284,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
rajasthan,pali,0.8643461980341262,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
rajasthan,phalodi,147.0,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
rajasthan,pratapgarh,1.5470727441094763,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,rajsamand,1.3396832393967064,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,salumbar,112.0,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
rajasthan,sawai madhopur,1.0419472574924176,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,sikar,1.0285548909897744,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,sirohi,1.213975778770805,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,tonk,1.4229969659512305,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
rajasthan,udaipur,1.2438438375423613,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
sikkim,gangtok,3.125,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
sikkim,gyalshing,2.4815695600475625,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
sikkim,mangan,3.3836978131212723,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
sikkim,namchi,10.029296875,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
tamil nadu,ariyalur,0.9480022169597421,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,chengalpattu,6.224015493867011,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
tamil nadu,chennai,1.4010547571480743,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,coimbatore,1.5598780925062747,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,cuddalore,1.2774913777455073,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,dharmapuri,0.7453332170272157,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,dindigul,1.257921452009844,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,erode,1.151206536196086,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,kallakurichi,5.29936672423719,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
tamil nadu,kancheepuram,1.105727352906411,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,kanniyakumari,1.4940392920138679,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,karur,1.1843837255684084,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,krishnagiri,0.9645711143695015,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,madurai,0.9848890236901112,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,mayiladuthurai,1.060257278266757,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,nagapattinam,1.6659983373270086,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,namakkal,1.0359997748254897,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,perambalur,0.8735063282189068,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,pudukkottai,1.4449148434217756,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,ramanathapuram,1.2522297808012093,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,ranipet,3.133159268929504,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,salem,1.2558589431793057,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,sivaganga,0.8936189946206641,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,tenkasi,1.2431735436893203,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,thanjavur,1.2192659349699904,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,the nilgiris,0.8902202521124809,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,theni,1.2410380470639983,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,thiruvallur,1.0397084575701643,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,thiruvarur,1.2240083741448278,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,thoothukkudi,0.7385047385047385,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,tiruchirappalli,1.086711142852166,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,tirunelveli,0.8370814656888558,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,tirupathur,1.2552899984776982,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,tiruppur,1.1432578142042444,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tamil nadu,tiruvannamalai,0.8067199031365314,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,vellore,0.9213294818301773,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,viluppuram,0.7962332223231405,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tamil nadu,virudhunagar,0.8919691445114242,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
telangana,adilabad,1.2601872406138404,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,bhadradri kothagudem,3.299367533380183,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,hanumakonda,17.516427104722794,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,hyderabad,1.3746149185189909,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,jogulamba gadwal,4.790860215053764,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,kamareddy,2.7625214748248976,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,karimnagar,1.6836907388761542,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,khammam,1.6652016843461654,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,kumuram bheem asifabad,6.044065206316862,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,mahabubabad,4.579828231667034,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,mancherial,4.669318843392198,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,medak,1.2688567732726705,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,medchal malkajgiri,4.742608356618364,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,mulugu,8.046511627906977,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,nagarkurnool,3.4218411196530654,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,nalgonda,1.6560759560812603,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,narayanpet,8.041363890441588,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,nirmal,5.342867553288395,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,nizamabad,0.9093394624964322,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
telangana,peddapalli,5.977438619774386,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,rajanna sircilla,3.214191419141914,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,ranga reddy,1.3767305760579989,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,sangareddy,2.364242470687409,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,siddipet,3.237894520407114,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,suryapet,5.9580864286746635,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,vikarabad,6.986075435987562,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,wanaparthy,7.58044733044733,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
telangana,warangal,1.3909641636816823,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
telangana,yadadri bhuvanagiri,6.737592592592593,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
tripura,dhalai,1.4652151898734178,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tripura,gomati,1.2345679012345678,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tripura,khowai,0.7909738717339667,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tripura,north tripura,1.0798630030357281,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tripura,sepahijala,2.181664878123563,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tripura,south tripura,2.233394175065471,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
tripura,unakoti,0.5391871034127936,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
tripura,west tripura,2.0965436258743044,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,agra,1.356826523754545,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,aligarh,1.5412414889197927,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,ambedkar nagar,2.209173354211522,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,amethi,2.3273966133711124,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,amroha,1.735426567331438,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,auraiya,2.213922715504842,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,ayodhya,2.211201429724432,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,azamgarh,2.7268135287226074,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,baghpat,1.9408113067582868,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,bahraich,1.555541067400347,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,ballia,2.2481395632548495,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,balrampur,1.8207252070769,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,banda,1.9757306969724968,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,bareilly,1.3239341819012247,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,basti,2.1132317294029144,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,bhadohi,2.038832746678778,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,bijnor,1.4647129144790654,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,budaun,3.013787806048968,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,bulandshahr,1.1690527525160213,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,chandauli,2.6315789473684212,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,chitrakoot,1.8258485052820859,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,deoria,2.459149206349206,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,etah,2.1279984721161194,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,etawah,1.3832680456099204,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,farrukhabad,2.193781137261639,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,fatehpur,2.76881872803537,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,firozabad,2.055702362153975,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,gautam buddha nagar,3.1521783595827366,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,ghaziabad,2.120006577292864,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,ghazipur,2.436207688773166,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,gonda,2.098756414236409,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,gorakhpur,3.143456806662648,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,hamirpur,2.0694466299501704,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,hapur,1.524284126193123,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,hardoi,1.2748615319296757,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,hathras,1.8766516799945088,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,jalaun,2.3750105636778502,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,jaunpur,2.237877746128409,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,jhansi,1.5052712896482778,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,kannauj,2.1108300395256916,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,kanpur dehat,2.5331013177961132,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,kanpur nagar,1.8444627709707824,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,kasganj,1.7290610346536541,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,kaushambi,1.5499659168370825,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,kushinagar,2.4736964695704255,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,lalitpur,1.9096353235609582,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,lucknow,1.5641033923077545,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,mahoba,1.7350447342260686,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,mahrajganj,2.920925341745531,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,mainpuri,2.4608311159805916,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,mathura,1.6348695187879596,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,mau,2.9042119819112755,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,meerut,1.5560628454576744,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,mirzapur,1.80480404551201,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,moradabad,1.7626975368070068,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,muzaffarnagar,1.0867952065694264,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,pilibhit,1.439087723329695,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,pratapgarh,2.366582227684282,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,prayagraj,1.7470823095823096,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,rae bareli,2.15250626015903,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,rampur,1.951288656281092,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,saharanpur,1.3457640117479934,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,sambhal,2.19105106831465,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,sant kabir nagar,2.4006310207095627,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,shahjahanpur,1.5148399288572698,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,shamli,1.1350185059169142,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,siddharthnagar,2.258715792855995,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,sitapur,1.6475421863536317,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,sonbhadra,1.7615291098203432,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,sultanpur,1.9822658495580021,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,unnao,1.9338740489995643,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttar pradesh,varanasi,2.7460471488098634,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,almora,1.2704328018223234,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,bageshwar,1.218045112781955,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,chamoli,1.207579378627518,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,champawat,1.1480870372280088,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,dehradun,1.1410825604378896,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,haridwar,0.831834674238839,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
uttarakhand,nainital,1.214955647211707,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,pauri garhwal,0.9145391911660611,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
uttarakhand,pithoragarh,1.2731141199226306,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,rudraprayag,0.8646913580246913,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
uttarakhand,tehri garhwal,1.081764238658132,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,udham singh nagar,1.3309808118986297,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
uttarakhand,uttarkashi,0.7948576168095106,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
west bengal,alipurduar,4.95495023572551,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,bankura,3.8818807992258213,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,birbhum,2.941592660242279,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,cooch behar,10.455235378031384,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,dakshin dinajpur,4.548434856175973,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,darjeeling,7.964016172506739,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,hooghly,3.8631036931818183,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,howrah,6.722969107551488,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,jalpaiguri,11.733547456738332,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,jhargram,5.997198879551821,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,kalimpong,6.955271565495208,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,kolkata,7.095868680598662,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,malda,4.807199234632863,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,murshidabad,3.7741864044558127,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,nadia,7.059559192496237,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,north 24 parganas,4.210719435759056,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,paschim bardhaman,87.80777728678746,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
west bengal,paschim medinipur,4.471955346376755,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,purba bardhaman,0.37900779149141556,Residential Anchor (Family),"PRIORITY: Schools, Pediatric Wards, Parks"
west bengal,purba medinipur,1.931948213293229,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,purulia,4.0216917990484635,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,south 24 parganas,3.7453471676645083,Mixed Use Zone,MAINTAIN: Standard Urban Infrastructure
west bengal,uttar dinajpur,7.819181243926142,Labor Magnet (Industrial),"PRIORITY: Rental Housing, Night Clinics, Transport Hubs"
